"ionic_strength_case","lambda_D_nm","linker_distance_nm","concentration_pM","alpha_0","alpha_eff","noise_floor_A","noise_floor_pA","Kd_pM","N_bound","DeltaIds_screened_A","DeltaIds_screened_pA","LOD_screened_pM","detectable_screened","scientific_conclusion"
"low_ionic_strength","9.6","1","10","0.1","0.0901075105721291","1E-11","10","10","93.1840859531965","1.68160173886058E-09","1681.60173886058","0.18958236554909","True","screened signal remains above threshold"
"low_ionic_strength","9.6","1","100","0.1","0.0901075105721291","1E-11","10","10","179.384876805256","3.2371828051468E-09","3237.1828051468","0.18958236554909","True","screened signal remains above threshold"
"low_ionic_strength","9.6","1","1000","0.1","0.0901075105721291","1E-11","10","10","197.67057401879","3.56716683531694E-09","3567.16683531694","0.18958236554909","True","screened signal remains above threshold"
"low_ionic_strength","9.6","1","0.5","0.1","0.0901075105721291","5E-11","50","10","8.36133875432868","1.50888873831349E-10","150.888873831349","0.947911827745449","True","screened signal remains above threshold"
"low_ionic_strength","9.6","1","1","0.1","0.0901075105721291","5E-11","50","10","16.0514034804785","2.89663924132739E-10","289.663924132739","0.947911827745449","True","screened signal remains above threshold"
"low_ionic_strength","9.6","1","10","0.1","0.0901075105721291","5E-11","50","10","93.1840859531965","1.68160173886058E-09","1681.60173886058","0.947911827745449","True","screened signal remains above threshold"
"low_ionic_strength","9.6","1","100","0.1","0.0901075105721291","5E-11","50","10","179.384876805256","3.2371828051468E-09","3237.1828051468","0.947911827745449","True","screened signal remains above threshold"
"low_ionic_strength","9.6","1","1000","0.1","0.0901075105721291","5E-11","50","10","197.67057401879","3.56716683531694E-09","3567.16683531694","0.947911827745449","True","screened signal remains above threshold"
"low_ionic_strength","9.6","5","0.5","0.01","0.00594025320553635","1E-11","10","10","8.36133875432868","9.94720762748138E-12","9.94720762748138","2.87576882953113","False","screened signal falls below threshold"
"low_ionic_strength","9.6","5","1","0.01","0.00594025320553635","1E-11","10","10","16.0514034804785","1.909582278916E-11","19.09582278916","2.87576882953113","False","screened signal falls below threshold"
"low_ionic_strength","9.6","5","10","0.01","0.00594025320553635","1E-11","10","10","93.1840859531965","1.10858019007261E-10","110.858019007261","2.87576882953113","True","screened signal remains above threshold"
"low_ionic_strength","9.6","5","100","0.01","0.00594025320553635","1E-11","10","10","179.384876805256","2.13408243253902E-10","213.408243253902","2.87576882953113","True","screened signal remains above threshold"
"low_ionic_strength","9.6","5","1000","0.01","0.00594025320553635","1E-11","10","10","197.67057401879","2.35162131254446E-10","235.162131254446","2.87576882953113","True","screened signal remains above threshold"
"low_ionic_strength","9.6","5","0.5","0.01","0.00594025320553635","5E-11","50","10","8.36133875432868","9.94720762748138E-12","9.94720762748138","14.3788441476557","False","screened signal falls below threshold"
"low_ionic_strength","9.6","5","1","0.01","0.00594025320553635","5E-11","50","10","16.0514034804785","1.909582278916E-11","19.09582278916","14.3788441476557","False","screened signal falls below threshold"
"low_ionic_strength","9.6","5","10","0.01","0.00594025320553635","5E-11","50","10","93.1840859531965","1.10858019007261E-10","110.858019007261","14.3788441476557","False","screened signal falls below threshold"
"low_ionic_strength","9.6","5","100","0.01","0.00594025320553635","5E-11","50","10","179.384876805256","2.13408243253902E-10","213.408243253902","14.3788441476557","True","screened signal remains above threshold"
"low_ionic_strength","9.6","5","1000","0.01","0.00594025320553635","5E-11","50","10","197.67057401879","2.35162131254446E-10","235.162131254446","14.3788441476557","True","screened signal remains above threshold"
"low_ionic_strength","9.6","5","0.5","0.03","0.0178207596166091","1E-11","10","10","8.36133875432868","2.98416228824441E-11","29.8416228824441","0.958589609843712","False","screened signal falls below threshold"
"low_ionic_strength","9.6","5","1","0.03","0.0178207596166091","1E-11","10","10","16.0514034804785","5.728746836748E-11","57.28746836748","0.958589609843712","True","screened signal remains above threshold"
"low_ionic_strength","9.6","5","10","0.03","0.0178207596166091","1E-11","10","10","93.1840859531965","3.32574057021783E-10","332.574057021783","0.958589609843712","True","screened signal remains above threshold"
"low_ionic_strength","9.6","5","100","0.03","0.0178207596166091","1E-11","10","10","179.384876805256","6.40224729761705E-10","640.224729761705","0.958589609843712","True","screened signal remains above threshold"
"low_ionic_strength","9.6","5","1000","0.03","0.0178207596166091","1E-11","10","10","197.67057401879","7.05486393763338E-10","705.486393763338","0.958589609843712","True","screened signal remains above threshold"
"low_ionic_strength","9.6","5","0.5","0.03","0.0178207596166091","5E-11","50","10","8.36133875432868","2.98416228824441E-11","29.8416228824441","4.79294804921856","False","screened signal falls below threshold"
"low_ionic_strength","9.6","5","1","0.03","0.0178207596166091","5E-11","50","10","16.0514034804785","5.728746836748E-11","57.28746836748","4.79294804921856","False","screened signal falls below threshold"
"low_ionic_strength","9.6","5","10","0.03","0.0178207596166091","5E-11","50","10","93.1840859531965","3.32574057021783E-10","332.574057021783","4.79294804921856","True","screened signal remains above threshold"
"low_ionic_strength","9.6","5","100","0.03","0.0178207596166091","5E-11","50","10","179.384876805256","6.40224729761705E-10","640.224729761705","4.79294804921856","True","screened signal remains above threshold"
"low_ionic_strength","9.6","5","1000","0.03","0.0178207596166091","5E-11","50","10","197.67057401879","7.05486393763338E-10","705.486393763338","4.79294804921856","True","screened signal remains above threshold"
"low_ionic_strength","9.6","5","0.5","0.1","0.0594025320553635","1E-11","10","10","8.36133875432868","9.94720762748138E-11","99.4720762748138","0.287576882953113","True","screened signal remains above threshold"
"low_ionic_strength","9.6","5","1","0.1","0.0594025320553635","1E-11","10","10","16.0514034804785","1.909582278916E-10","190.9582278916","0.287576882953113","True","screened signal remains above threshold"
"low_ionic_strength","9.6","5","10","0.1","0.0594025320553635","1E-11","10","10","93.1840859531965","1.10858019007261E-09","1108.58019007261","0.287576882953113","True","screened signal remains above threshold"
"low_ionic_strength","9.6","5","100","0.1","0.0594025320553635","1E-11","10","10","179.384876805256","2.13408243253902E-09","2134.08243253902","0.287576882953113","True","screened signal remains above threshold"
"low_ionic_strength","9.6","5","1000","0.1","0.0594025320553635","1E-11","10","10","197.67057401879","2.35162131254446E-09","2351.62131254446","0.287576882953113","True","screened signal remains above threshold"
"low_ionic_strength","9.6","5","0.5","0.1","0.0594025320553635","5E-11","50","10","8.36133875432868","9.94720762748138E-11","99.4720762748138","1.43788441476557","False","screened signal falls below threshold"
"low_ionic_strength","9.6","5","1","0.1","0.0594025320553635","5E-11","50","10","16.0514034804785","1.909582278916E-10","190.9582278916","1.43788441476557","True","screened signal remains above threshold"
"low_ionic_strength","9.6","5","10","0.1","0.0594025320553635","5E-11","50","10","93.1840859531965","1.10858019007261E-09","1108.58019007261","1.43788441476557","True","screened signal remains above threshold"
"low_ionic_strength","9.6","5","100","0.1","0.0594025320553635","5E-11","50","10","179.384876805256","2.13408243253902E-09","2134.08243253902","1.43788441476557","True","screened signal remains above threshold"
"low_ionic_strength","9.6","5","1000","0.1","0.0594025320553635","5E-11","50","10","197.67057401879","2.35162131254446E-09","2351.62131254446","1.43788441476557","True","screened signal remains above threshold"
"low_ionic_strength","9.6","10","0.5","0.01","0.00352866081458849","1E-11","10","10","8.36133875432868","5.90889319952819E-12","5.90889319952819","4.84115530100788","False","screened signal falls below threshold"
"low_ionic_strength","9.6","10","1","0.01","0.00352866081458849","1E-11","10","10","16.0514034804785","1.13434022535662E-11","11.3434022535662","4.84115530100788","False","screened signal falls below threshold"
"low_ionic_strength","9.6","10","10","0.01","0.00352866081458849","1E-11","10","10","93.1840859531965","6.58524702767292E-11","65.8524702767292","4.84115530100788","True","screened signal remains above threshold"
"low_ionic_strength","9.6","10","100","0.01","0.00352866081458849","1E-11","10","10","179.384876805256","1.26769900107687E-10","126.769900107687","4.84115530100788","True","screened signal remains above threshold"
"low_ionic_strength","9.6","10","1000","0.01","0.00352866081458849","1E-11","10","10","197.67057401879","1.39692260400498E-10","139.692260400498","4.84115530100788","True","screened signal remains above threshold"
"low_ionic_strength","9.6","10","0.5","0.01","0.00352866081458849","5E-11","50","10","8.36133875432868","5.90889319952819E-12","5.90889319952819","24.2057765050394","False","screened signal falls below threshold"
"low_ionic_strength","9.6","10","1","0.01","0.00352866081458849","5E-11","50","10","16.0514034804785","1.13434022535662E-11","11.3434022535662","24.2057765050394","False","screened signal falls below threshold"
"low_ionic_strength","9.6","10","10","0.01","0.00352866081458849","5E-11","50","10","93.1840859531965","6.58524702767292E-11","65.8524702767292","24.2057765050394","False","screened signal falls below threshold"
"low_ionic_strength","9.6","10","100","0.01","0.00352866081458849","5E-11","50","10","179.384876805256","1.26769900107687E-10","126.769900107687","24.2057765050394","False","screened signal falls below threshold"
"low_ionic_strength","9.6","10","1000","0.01","0.00352866081458849","5E-11","50","10","197.67057401879","1.39692260400498E-10","139.692260400498","24.2057765050394","False","screened signal falls below threshold"
"low_ionic_strength","9.6","10","0.5","0.03","0.0105859824437655","1E-11","10","10","8.36133875432868","1.77266795985846E-11","17.7266795985846","1.61371843366929","False","screened signal falls below threshold"
"low_ionic_strength","9.6","10","1","0.03","0.0105859824437655","1E-11","10","10","16.0514034804785","3.40302067606986E-11","34.0302067606986","1.61371843366929","True","screened signal remains above threshold"
"low_ionic_strength","9.6","10","10","0.03","0.0105859824437655","1E-11","10","10","93.1840859531965","1.97557410830187E-10","197.557410830187","1.61371843366929","True","screened signal remains above threshold"
"low_ionic_strength","9.6","10","100","0.03","0.0105859824437655","1E-11","10","10","179.384876805256","3.80309700323061E-10","380.309700323062","1.61371843366929","True","screened signal remains above threshold"
"low_ionic_strength","9.6","10","1000","0.03","0.0105859824437655","1E-11","10","10","197.67057401879","4.19076781201495E-10","419.076781201495","1.61371843366929","True","screened signal remains above threshold"
"low_ionic_strength","9.6","10","0.5","0.03","0.0105859824437655","5E-11","50","10","8.36133875432868","1.77266795985846E-11","17.7266795985846","8.06859216834646","False","screened signal falls below threshold"
"low_ionic_strength","9.6","10","1","0.03","0.0105859824437655","5E-11","50","10","16.0514034804785","3.40302067606986E-11","34.0302067606986","8.06859216834646","False","screened signal falls below threshold"
"low_ionic_strength","9.6","10","10","0.03","0.0105859824437655","5E-11","50","10","93.1840859531965","1.97557410830187E-10","197.557410830187","8.06859216834646","True","screened signal remains above threshold"
"low_ionic_strength","9.6","10","100","0.03","0.0105859824437655","5E-11","50","10","179.384876805256","3.80309700323061E-10","380.309700323062","8.06859216834646","True","screened signal remains above threshold"
"low_ionic_strength","9.6","10","1000","0.03","0.0105859824437655","5E-11","50","10","197.67057401879","4.19076781201495E-10","419.076781201495","8.06859216834646","True","screened signal remains above threshold"
"low_ionic_strength","9.6","10","0.5","0.1","0.0352866081458849","1E-11","10","10","8.36133875432868","5.90889319952819E-11","59.0889319952819","0.484115530100788","True","screened signal remains above threshold"
"low_ionic_strength","9.6","10","1","0.1","0.0352866081458849","1E-11","10","10","16.0514034804785","1.13434022535662E-10","113.434022535662","0.484115530100788","True","screened signal remains above threshold"
"low_ionic_strength","9.6","10","10","0.1","0.0352866081458849","1E-11","10","10","93.1840859531965","6.58524702767292E-10","658.524702767292","0.484115530100788","True","screened signal remains above threshold"
"low_ionic_strength","9.6","10","100","0.1","0.0352866081458849","1E-11","10","10","179.384876805256","1.26769900107687E-09","1267.69900107687","0.484115530100788","True","screened signal remains above threshold"
"low_ionic_strength","9.6","10","1000","0.1","0.0352866081458849","1E-11","10","10","197.67057401879","1.39692260400498E-09","1396.92260400498","0.484115530100788","True","screened signal remains above threshold"
"low_ionic_strength","9.6","10","0.5","0.1","0.0352866081458849","5E-11","50","10","8.36133875432868","5.90889319952819E-11","59.0889319952819","2.42057765050394","False","screened signal falls below threshold"
"low_ionic_strength","9.6","10","1","0.1","0.0352866081458849","5E-11","50","10","16.0514034804785","1.13434022535662E-10","113.434022535662","2.42057765050394","False","screened signal falls below threshold"
"low_ionic_strength","9.6","10","10","0.1","0.0352866081458849","5E-11","50","10","93.1840859531965","6.58524702767292E-10","658.524702767292","2.42057765050394","True","screened signal remains above threshold"
"low_ionic_strength","9.6","10","100","0.1","0.0352866081458849","5E-11","50","10","179.384876805256","1.26769900107687E-09","1267.69900107687","2.42057765050394","True","screened signal remains above threshold"
"low_ionic_strength","9.6","10","1000","0.1","0.0352866081458849","5E-11","50","10","197.67057401879","1.39692260400498E-09","1396.92260400498","2.42057765050394","True","screened signal remains above threshold"
"moderate_ionic_strength","3","1","0.5","0.01","0.00716531310573789","1E-11","10","10","8.36133875432868","1.19986227375391E-11","11.9986227375391","2.38409609683688","False","screened signal falls below threshold"
"moderate_ionic_strength","3","1","1","0.01","0.00716531310573789","1E-11","10","10","16.0514034804785","2.30339590858673E-11","23.0339590858673","2.38409609683688","False","screened signal falls below threshold"
"moderate_ionic_strength","3","1","10","0.01","0.00716531310573789","1E-11","10","10","93.1840859531965","1.33720295917444E-10","133.720295917444","2.38409609683688","True","screened signal remains above threshold"
"moderate_ionic_strength","3","1","100","0.01","0.00716531310573789","1E-11","10","10","179.384876805256","2.57419478488647E-10","257.419478488647","2.38409609683688","True","screened signal remains above threshold"
"moderate_ionic_strength","3","1","1000","0.01","0.00716531310573789","1E-11","10","10","197.67057401879","2.8365967623742E-10","283.65967623742","2.38409609683688","True","screened signal remains above threshold"
"moderate_ionic_strength","3","1","0.5","0.01","0.00716531310573789","5E-11","50","10","8.36133875432868","1.19986227375391E-11","11.9986227375391","11.9204804841844","False","screened signal falls below threshold"
"moderate_ionic_strength","3","1","1","0.01","0.00716531310573789","5E-11","50","10","16.0514034804785","2.30339590858673E-11","23.0339590858673","11.9204804841844","False","screened signal falls below threshold"
"moderate_ionic_strength","3","1","10","0.01","0.00716531310573789","5E-11","50","10","93.1840859531965","1.33720295917444E-10","133.720295917444","11.9204804841844","False","screened signal falls below threshold"
"moderate_ionic_strength","3","1","100","0.01","0.00716531310573789","5E-11","50","10","179.384876805256","2.57419478488647E-10","257.419478488647","11.9204804841844","True","screened signal remains above threshold"
"moderate_ionic_strength","3","1","1000","0.01","0.00716531310573789","5E-11","50","10","197.67057401879","2.8365967623742E-10","283.65967623742","11.9204804841844","True","screened signal remains above threshold"
"moderate_ionic_strength","3","1","0.5","0.03","0.0214959393172137","1E-11","10","10","8.36133875432868","3.59958682126175E-11","35.9958682126175","0.794698698945626","True","screened signal remains above threshold"
"moderate_ionic_strength","3","1","1","0.03","0.0214959393172137","1E-11","10","10","16.0514034804785","6.9101877257602E-11","69.101877257602","0.794698698945626","True","screened signal remains above threshold"
"moderate_ionic_strength","3","1","10","0.03","0.0214959393172137","1E-11","10","10","93.1840859531965","4.01160887752333E-10","401.160887752333","0.794698698945626","True","screened signal remains above threshold"
"moderate_ionic_strength","3","1","100","0.03","0.0214959393172137","1E-11","10","10","179.384876805256","7.72258435465942E-10","772.258435465942","0.794698698945626","True","screened signal remains above threshold"
"moderate_ionic_strength","3","1","1000","0.03","0.0214959393172137","1E-11","10","10","197.67057401879","8.50979028712259E-10","850.979028712259","0.794698698945626","True","screened signal remains above threshold"
"moderate_ionic_strength","3","1","0.5","0.03","0.0214959393172137","5E-11","50","10","8.36133875432868","3.59958682126175E-11","35.9958682126175","3.97349349472813","False","screened signal falls below threshold"
"moderate_ionic_strength","3","1","1","0.03","0.0214959393172137","5E-11","50","10","16.0514034804785","6.9101877257602E-11","69.101877257602","3.97349349472813","False","screened signal falls below threshold"
"moderate_ionic_strength","3","1","10","0.03","0.0214959393172137","5E-11","50","10","93.1840859531965","4.01160887752333E-10","401.160887752333","3.97349349472813","True","screened signal remains above threshold"
"moderate_ionic_strength","3","1","100","0.03","0.0214959393172137","5E-11","50","10","179.384876805256","7.72258435465942E-10","772.258435465942","3.97349349472813","True","screened signal remains above threshold"
"moderate_ionic_strength","3","1","1000","0.03","0.0214959393172137","5E-11","50","10","197.67057401879","8.50979028712259E-10","850.979028712259","3.97349349472813","True","screened signal remains above threshold"
"moderate_ionic_strength","3","1","0.5","0.1","0.0716531310573789","1E-11","10","10","8.36133875432868","1.19986227375392E-10","119.986227375392","0.238409609683688","True","screened signal remains above threshold"
"moderate_ionic_strength","3","1","1","0.1","0.0716531310573789","1E-11","10","10","16.0514034804785","2.30339590858673E-10","230.339590858673","0.238409609683688","True","screened signal remains above threshold"
"moderate_ionic_strength","3","1","10","0.1","0.0716531310573789","1E-11","10","10","93.1840859531965","1.33720295917444E-09","1337.20295917444","0.238409609683688","True","screened signal remains above threshold"
"moderate_ionic_strength","3","1","100","0.1","0.0716531310573789","1E-11","10","10","179.384876805256","2.57419478488647E-09","2574.19478488647","0.238409609683688","True","screened signal remains above threshold"
"moderate_ionic_strength","3","1","1000","0.1","0.0716531310573789","1E-11","10","10","197.67057401879","2.8365967623742E-09","2836.5967623742","0.238409609683688","True","screened signal remains above threshold"
"moderate_ionic_strength","3","1","0.5","0.1","0.0716531310573789","5E-11","50","10","8.36133875432868","1.19986227375392E-10","119.986227375392","1.19204804841844","False","screened signal falls below threshold"
"moderate_ionic_strength","3","1","1","0.1","0.0716531310573789","5E-11","50","10","16.0514034804785","2.30339590858673E-10","230.339590858673","1.19204804841844","True","screened signal remains above threshold"
"moderate_ionic_strength","3","1","10","0.1","0.0716531310573789","5E-11","50","10","93.1840859531965","1.33720295917444E-09","1337.20295917444","1.19204804841844","True","screened signal remains above threshold"
"moderate_ionic_strength","3","1","100","0.1","0.0716531310573789","5E-11","50","10","179.384876805256","2.57419478488647E-09","2574.19478488647","1.19204804841844","True","screened signal remains above threshold"
"moderate_ionic_strength","3","1","1000","0.1","0.0716531310573789","5E-11","50","10","197.67057401879","2.8365967623742E-09","2836.5967623742","1.19204804841844","True","screened signal remains above threshold"
"moderate_ionic_strength","3","5","0.5","0.01","0.00188875602837562","1E-11","10","10","8.36133875432868","3.16280261494561E-12","3.16280261494561","9.04446882040954","False","screened signal falls below threshold"
"moderate_ionic_strength","3","5","1","0.01","0.00188875602837562","1E-11","10","10","16.0514034804785","6.07168569450937E-12","6.07168569450937","9.04446882040954","False","screened signal falls below threshold"
"moderate_ionic_strength","3","5","10","0.01","0.00188875602837562","1E-11","10","10","93.1840859531965","3.52482873118264E-11","35.2482873118264","9.04446882040954","True","screened signal remains above threshold"
"moderate_ionic_strength","3","5","100","0.01","0.00188875602837562","1E-11","10","10","179.384876805256","6.78550378248503E-11","67.8550378248503","9.04446882040954","True","screened signal remains above threshold"
"moderate_ionic_strength","3","5","1000","0.01","0.00188875602837562","1E-11","10","10","197.67057401879","7.47718788550175E-11","74.7718788550175","9.04446882040954","True","screened signal remains above threshold"
"moderate_ionic_strength","3","5","0.5","0.01","0.00188875602837562","5E-11","50","10","8.36133875432868","3.16280261494561E-12","3.16280261494561","45.2223441020477","False","screened signal falls below threshold"
"moderate_ionic_strength","3","5","1","0.01","0.00188875602837562","5E-11","50","10","16.0514034804785","6.07168569450937E-12","6.07168569450937","45.2223441020477","False","screened signal falls below threshold"
"moderate_ionic_strength","3","5","10","0.01","0.00188875602837562","5E-11","50","10","93.1840859531965","3.52482873118264E-11","35.2482873118264","45.2223441020477","False","screened signal falls below threshold"
"moderate_ionic_strength","3","5","100","0.01","0.00188875602837562","5E-11","50","10","179.384876805256","6.78550378248503E-11","67.8550378248503","45.2223441020477","False","screened signal falls below threshold"
"moderate_ionic_strength","3","5","1000","0.01","0.00188875602837562","5E-11","50","10","197.67057401879","7.47718788550175E-11","74.7718788550175","45.2223441020477","False","screened signal falls below threshold"
"moderate_ionic_strength","3","5","0.5","0.03","0.00566626808512685","1E-11","10","10","8.36133875432868","9.48840784483682E-12","9.48840784483682","3.01482294013651","False","screened signal falls below threshold"
"moderate_ionic_strength","3","5","1","0.03","0.00566626808512685","1E-11","10","10","16.0514034804785","1.82150570835281E-11","18.2150570835281","3.01482294013651","False","screened signal falls below threshold"
"moderate_ionic_strength","3","5","10","0.03","0.00566626808512685","1E-11","10","10","93.1840859531965","1.05744861935479E-10","105.744861935479","3.01482294013651","True","screened signal remains above threshold"
"moderate_ionic_strength","3","5","100","0.03","0.00566626808512685","1E-11","10","10","179.384876805256","2.03565113474551E-10","203.565113474551","3.01482294013651","True","screened signal remains above threshold"
"moderate_ionic_strength","3","5","1000","0.03","0.00566626808512685","1E-11","10","10","197.67057401879","2.24315636565052E-10","224.315636565052","3.01482294013651","True","screened signal remains above threshold"
"moderate_ionic_strength","3","5","0.5","0.03","0.00566626808512685","5E-11","50","10","8.36133875432868","9.48840784483682E-12","9.48840784483682","15.0741147006826","False","screened signal falls below threshold"
"moderate_ionic_strength","3","5","1","0.03","0.00566626808512685","5E-11","50","10","16.0514034804785","1.82150570835281E-11","18.2150570835281","15.0741147006826","False","screened signal falls below threshold"
"moderate_ionic_strength","3","5","10","0.03","0.00566626808512685","5E-11","50","10","93.1840859531965","1.05744861935479E-10","105.744861935479","15.0741147006826","False","screened signal falls below threshold"
"moderate_ionic_strength","3","5","100","0.03","0.00566626808512685","5E-11","50","10","179.384876805256","2.03565113474551E-10","203.565113474551","15.0741147006826","True","screened signal remains above threshold"
"moderate_ionic_strength","3","5","1000","0.03","0.00566626808512685","5E-11","50","10","197.67057401879","2.24315636565052E-10","224.315636565052","15.0741147006826","True","screened signal remains above threshold"
"moderate_ionic_strength","3","5","0.5","0.1","0.0188875602837562","1E-11","10","10","8.36133875432868","3.16280261494561E-11","31.6280261494561","0.904446882040954","True","screened signal remains above threshold"
"moderate_ionic_strength","3","5","1","0.1","0.0188875602837562","1E-11","10","10","16.0514034804785","6.07168569450937E-11","60.7168569450937","0.904446882040954","True","screened signal remains above threshold"
"moderate_ionic_strength","3","5","10","0.1","0.0188875602837562","1E-11","10","10","93.1840859531965","3.52482873118264E-10","352.482873118264","0.904446882040954","True","screened signal remains above threshold"
"moderate_ionic_strength","3","5","100","0.1","0.0188875602837562","1E-11","10","10","179.384876805256","6.78550378248503E-10","678.550378248503","0.904446882040954","True","screened signal remains above threshold"
"moderate_ionic_strength","3","5","1000","0.1","0.0188875602837562","1E-11","10","10","197.67057401879","7.47718788550175E-10","747.718788550175","0.904446882040954","True","screened signal remains above threshold"
"moderate_ionic_strength","3","5","0.5","0.1","0.0188875602837562","5E-11","50","10","8.36133875432868","3.16280261494561E-11","31.6280261494561","4.52223441020477","False","screened signal falls below threshold"
"moderate_ionic_strength","3","5","1","0.1","0.0188875602837562","5E-11","50","10","16.0514034804785","6.07168569450937E-11","60.7168569450937","4.52223441020477","False","screened signal falls below threshold"
"moderate_ionic_strength","3","5","10","0.1","0.0188875602837562","5E-11","50","10","93.1840859531965","3.52482873118264E-10","352.482873118264","4.52223441020477","True","screened signal remains above threshold"
"moderate_ionic_strength","3","5","100","0.1","0.0188875602837562","5E-11","50","10","179.384876805256","6.78550378248503E-10","678.550378248503","4.52223441020477","True","screened signal remains above threshold"
"moderate_ionic_strength","3","5","1000","0.1","0.0188875602837562","5E-11","50","10","197.67057401879","7.47718788550175E-10","747.718788550175","4.52223441020477","True","screened signal remains above threshold"
"moderate_ionic_strength","3","10","0.5","0.01","0.000356739933472524","1E-11","10","10","8.36133875432868","5.97376250554069E-13","0.597376250554069","47.8858501814447","False","screened signal falls below threshold"
"moderate_ionic_strength","3","10","1","0.01","0.000356739933472524","1E-11","10","10","16.0514034804785","1.14679329579066E-12","1.14679329579066","47.8858501814447","False","screened signal falls below threshold"
"moderate_ionic_strength","3","10","10","0.01","0.000356739933472524","1E-11","10","10","93.1840859531965","6.65754151501279E-12","6.65754151501279","47.8858501814447","False","screened signal falls below threshold"
"moderate_ionic_strength","3","10","100","0.01","0.000356739933472524","1E-11","10","10","179.384876805256","1.28161611747342E-11","12.8161611747342","47.8858501814447","False","screened signal falls below threshold"
